season,year,date_month,date_dayofweek,hour,holiday,workingDay,weather,temp,atemp,humidity,windSpeed,casual,registered,count
2.0,0.0,6,5,21.0,0.0,0.0,1.0,0.66,0.6212,0.74,0.2239,76.0,144.0,220.0
2.0,0.0,6,5,22.0,0.0,0.0,1.0,0.66,0.6061,0.78,0.2239,53.0,137.0,190.0
2.0,0.0,6,5,23.0,0.0,0.0,1.0,0.66,0.6212,0.74,0.1045,24.0,107.0,131.0
2.0,0.0,6,6,1.0,0.0,0.0,1.0,0.64,0.5758,0.83,0.1045,19.0,74.0,93.0
2.0,0.0,6,6,2.0,0.0,0.0,1.0,0.64,0.5758,0.89,0.2537,9.0,57.0,66.0
2.0,0.0,6,6,3.0,0.0,0.0,1.0,0.64,0.5758,0.89,0.2836,8.0,20.0,28.0
2.0,0.0,6,6,4.0,0.0,0.0,1.0,0.62,0.5606,0.88,0.1642,8.0,6.0,14.0
2.0,0.0,6,6,5.0,0.0,0.0,1.0,0.62,0.5606,0.88,0.2239,5.0,5.0,10.0
2.0,0.0,6,6,6.0,0.0,0.0,1.0,0.62,0.5606,0.88,0.1045,5.0,9.0,14.0
2.0,0.0,6,6,7.0,0.0,0.0,1.0,0.64,0.5909,0.78,0.1045,7.0,27.0,34.0
2.0,0.0,6,6,8.0,0.0,0.0,1.0,0.7,0.6667,0.74,0.0,28.0,64.0,92.0
2.0,0.0,6,6,9.0,0.0,0.0,1.0,0.72,0.6818,0.66,0.0,75.0,107.0,182.0
2.0,0.0,6,6,10.0,0.0,0.0,1.0,0.76,0.7121,0.58,0.0896,120.0,191.0,311.0
2.0,0.0,6,6,11.0,0.0,0.0,1.0,0.78,0.7273,0.55,0.1045,131.0,236.0,367.0
2.0,0.0,6,6,12.0,0.0,0.0,1.0,0.82,0.7576,0.46,0.0,176.0,244.0,420.0
2.0,0.0,6,6,13.0,0.0,0.0,1.0,0.78,0.7424,0.59,0.2836,109.0,264.0,373.0
2.0,0.0,6,6,14.0,0.0,0.0,1.0,0.82,0.7879,0.56,0.2537,96.0,219.0,315.0
2.0,0.0,6,6,15.0,0.0,0.0,1.0,0.8,0.7727,0.59,0.2985,142.0,218.0,360.0
2.0,0.0,6,6,16.0,0.0,0.0,3.0,0.68,0.6364,0.83,0.2836,115.0,235.0,350.0
2.0,0.0,6,6,17.0,0.0,0.0,3.0,0.68,0.6364,0.83,0.2836,94.0,158.0,252.0
2.0,0.0,6,6,18.0,0.0,0.0,1.0,0.7,0.6667,0.74,0.1642,69.0,187.0,256.0
2.0,0.0,6,6,19.0,0.0,0.0,1.0,0.7,0.6667,0.74,0.1045,67.0,156.0,223.0
2.0,0.0,6,6,20.0,0.0,0.0,1.0,0.66,0.6061,0.83,0.1642,62.0,144.0,206.0
2.0,0.0,6,6,21.0,0.0,0.0,1.0,0.66,0.6061,0.83,0.1045,39.0,101.0,140.0
2.0,0.0,6,6,22.0,0.0,0.0,1.0,0.64,0.5758,0.83,0.1343,31.0,97.0,128.0
2.0,0.0,6,0,0.0,0.0,1.0,1.0,0.64,0.5909,0.78,0.1343,8.0,20.0,28.0
2.0,0.0,6,0,1.0,0.0,1.0,1.0,0.64,0.6061,0.73,0.2239,6.0,10.0,16.0
2.0,0.0,6,0,2.0,0.0,1.0,1.0,0.62,0.5909,0.73,0.2836,2.0,8.0,10.0
2.0,0.0,6,0,3.0,0.0,1.0,1.0,0.6,0.6061,0.6,0.4925,1.0,6.0,7.0
2.0,0.0,6,0,4.0,0.0,1.0,1.0,0.56,0.5303,0.64,0.2985,1.0,3.0,4.0
2.0,0.0,6,0,5.0,0.0,1.0,1.0,0.54,0.5152,0.64,0.3881,2.0,27.0,29.0
2.0,0.0,6,0,6.0,0.0,1.0,1.0,0.54,0.5152,0.64,0.4179,7.0,98.0,105.0
2.0,0.0,6,0,7.0,0.0,1.0,1.0,0.56,0.5303,0.56,0.3582,26.0,302.0,328.0
2.0,0.0,6,0,8.0,0.0,1.0,1.0,0.58,0.5455,0.49,0.4478,44.0,432.0,476.0
2.0,0.0,6,0,9.0,0.0,1.0,1.0,0.62,0.6212,0.46,0.3582,35.0,189.0,224.0
2.0,0.0,6,0,10.0,0.0,1.0,1.0,0.64,0.6212,0.41,0.3284,38.0,80.0,118.0
2.0,0.0,6,0,11.0,0.0,1.0,1.0,0.66,0.6212,0.41,0.2985,53.0,106.0,159.0
2.0,0.0,6,0,12.0,0.0,1.0,1.0,0.66,0.6212,0.41,0.2836,35.0,161.0,196.0
2.0,0.0,6,0,13.0,0.0,1.0,1.0,0.7,0.6364,0.37,0.0,53.0,174.0,227.0
2.0,0.0,6,0,14.0,0.0,1.0,1.0,0.7,0.6364,0.34,0.2537,55.0,145.0,200.0
2.0,0.0,6,0,15.0,0.0,1.0,1.0,0.7,0.6364,0.37,0.4478,58.0,127.0,185.0
2.0,0.0,6,0,16.0,0.0,1.0,1.0,0.7,0.6364,0.37,0.4179,64.0,262.0,326.0
2.0,0.0,6,0,17.0,0.0,1.0,1.0,0.7,0.6364,0.39,0.3284,72.0,529.0,601.0
2.0,0.0,6,0,18.0,0.0,1.0,1.0,0.7,0.6364,0.37,0.3582,76.0,510.0,586.0
2.0,0.0,6,0,19.0,0.0,1.0,1.0,0.66,0.6212,0.39,0.2836,75.0,348.0,423.0
2.0,0.0,6,0,20.0,0.0,1.0,1.0,0.64,0.6212,0.44,0.2537,78.0,253.0,331.0
2.0,0.0,6,0,21.0,0.0,1.0,1.0,0.64,0.6212,0.41,0.2537,40.0,178.0,218.0
2.0,0.0,6,0,22.0,0.0,1.0,1.0,0.62,0.6212,0.46,0.2239,20.0,114.0,134.0
2.0,0.0,6,0,23.0,0.0,1.0,1.0,0.62,0.6212,0.46,0.194,14.0,75.0,89.0
2.0,0.0,6,1,0.0,0.0,1.0,1.0,0.6,0.6212,0.49,0.194,13.0,18.0,31.0
2.0,0.0,6,1,1.0,0.0,1.0,1.0,0.6,0.6212,0.49,0.2537,3.0,10.0,13.0
2.0,0.0,6,1,2.0,0.0,1.0,1.0,0.6,0.6212,0.49,0.2836,2.0,8.0,10.0
2.0,0.0,6,1,3.0,0.0,1.0,1.0,0.58,0.5455,0.53,0.3284,1.0,1.0,2.0
2.0,0.0,6,1,4.0,0.0,1.0,1.0,0.54,0.5152,0.6,0.2537,0.0,3.0,3.0
2.0,0.0,6,1,5.0,0.0,1.0,1.0,0.54,0.5152,0.56,0.3284,3.0,23.0,26.0
2.0,0.0,6,1,6.0,0.0,1.0,1.0,0.54,0.5152,0.56,0.2985,6.0,107.0,113.0
2.0,0.0,6,1,7.0,0.0,1.0,1.0,0.56,0.5303,0.52,0.4179,19.0,346.0,365.0
2.0,0.0,6,1,8.0,0.0,1.0,1.0,0.58,0.5455,0.49,0.3881,45.0,441.0,486.0
2.0,0.0,6,1,9.0,0.0,1.0,1.0,0.62,0.6212,0.46,0.194,19.0,174.0,193.0
2.0,0.0,6,1,10.0,0.0,1.0,1.0,0.62,0.6212,0.46,0.2239,33.0,97.0,130.0
2.0,0.0,6,1,11.0,0.0,1.0,1.0,0.64,0.6212,0.41,0.2836,40.0,103.0,143.0
2.0,0.0,6,1,12.0,0.0,1.0,1.0,0.64,0.6212,0.41,0.3582,30.0,139.0,169.0
2.0,0.0,6,1,13.0,0.0,1.0,1.0,0.64,0.6212,0.44,0.2239,33.0,176.0,209.0
2.0,0.0,6,1,14.0,0.0,1.0,2.0,0.64,0.6212,0.47,0.194,41.0,118.0,159.0
2.0,0.0,6,1,15.0,0.0,1.0,1.0,0.64,0.6212,0.47,0.1642,42.0,136.0,178.0
2.0,0.0,6,1,16.0,0.0,1.0,1.0,0.68,0.6364,0.41,0.194,51.0,279.0,330.0
2.0,0.0,6,1,17.0,0.0,1.0,3.0,0.64,0.6212,0.5,0.2836,85.0,484.0,569.0
2.0,0.0,6,1,18.0,0.0,1.0,1.0,0.62,0.6212,0.51,0.3284,65.0,473.0,538.0
2.0,0.0,6,1,19.0,0.0,1.0,1.0,0.64,0.6212,0.5,0.3582,51.0,335.0,386.0
2.0,0.0,6,1,20.0,0.0,1.0,1.0,0.6,0.6212,0.56,0.1642,60.0,237.0,297.0
2.0,0.0,6,1,21.0,0.0,1.0,1.0,0.6,0.6212,0.56,0.2985,37.0,206.0,243.0
2.0,0.0,6,1,22.0,0.0,1.0,1.0,0.58,0.5455,0.6,0.2239,29.0,159.0,188.0
2.0,0.0,6,1,23.0,0.0,1.0,1.0,0.56,0.5303,0.68,0.2239,19.0,91.0,110.0
2.0,0.0,6,2,0.0,0.0,1.0,1.0,0.56,0.5303,0.64,0.3582,8.0,44.0,52.0
2.0,0.0,6,2,1.0,0.0,1.0,1.0,0.54,0.5152,0.64,0.2836,0.0,14.0,14.0
2.0,0.0,6,2,2.0,0.0,1.0,1.0,0.52,0.5,0.63,0.2239,0.0,9.0,9.0
2.0,0.0,6,2,3.0,0.0,1.0,1.0,0.5,0.4848,0.68,0.2537,0.0,1.0,1.0
2.0,0.0,6,2,4.0,0.0,1.0,1.0,0.5,0.4848,0.63,0.2836,0.0,4.0,4.0
2.0,0.0,6,2,5.0,0.0,1.0,1.0,0.48,0.4697,0.67,0.2836,1.0,20.0,21.0
2.0,0.0,6,2,6.0,0.0,1.0,1.0,0.5,0.4848,0.63,0.2537,11.0,110.0,121.0
2.0,0.0,6,2,7.0,0.0,1.0,1.0,0.54,0.5152,0.6,0.1343,22.0,348.0,370.0
2.0,0.0,6,2,8.0,0.0,1.0,1.0,0.58,0.5455,0.53,0.1343,53.0,445.0,498.0
2.0,0.0,6,2,9.0,0.0,1.0,1.0,0.6,0.6212,0.49,0.0,22.0,185.0,207.0
2.0,0.0,6,2,10.0,0.0,1.0,1.0,0.64,0.6212,0.47,0.1642,27.0,108.0,135.0
2.0,0.0,6,2,11.0,0.0,1.0,1.0,0.68,0.6364,0.36,0.0,49.0,115.0,164.0
2.0,0.0,6,2,12.0,0.0,1.0,1.0,0.7,0.6364,0.34,0.2239,33.0,178.0,211.0
2.0,0.0,6,2,13.0,0.0,1.0,1.0,0.74,0.6515,0.28,0.2836,43.0,146.0,189.0
2.0,0.0,6,2,14.0,0.0,1.0,1.0,0.74,0.6515,0.28,0.0,50.0,128.0,178.0
2.0,0.0,6,2,15.0,0.0,1.0,1.0,0.76,0.6667,0.27,0.0,33.0,131.0,164.0
2.0,0.0,6,2,16.0,0.0,1.0,1.0,0.76,0.6667,0.27,0.1343,47.0,265.0,312.0
2.0,0.0,6,2,17.0,0.0,1.0,1.0,0.74,0.6515,0.28,0.1045,83.0,555.0,638.0
2.0,0.0,6,2,18.0,0.0,1.0,1.0,0.72,0.6515,0.32,0.1343,80.0,527.0,607.0
2.0,0.0,6,2,19.0,0.0,1.0,1.0,0.7,0.6364,0.37,0.2836,54.0,362.0,416.0
2.0,0.0,6,2,20.0,0.0,1.0,1.0,0.66,0.6212,0.44,0.1642,57.0,273.0,330.0
2.0,0.0,6,2,21.0,0.0,1.0,1.0,0.64,0.6212,0.47,0.2239,48.0,209.0,257.0
2.0,0.0,6,2,22.0,0.0,1.0,1.0,0.62,0.6212,0.5,0.1045,31.0,144.0,175.0
2.0,0.0,6,2,23.0,0.0,1.0,1.0,0.62,0.6212,0.53,0.0,17.0,90.0,107.0
2.0,0.0,6,3,0.0,0.0,1.0,1.0,0.6,0.6212,0.56,0.1045,9.0,38.0,47.0
2.0,0.0,6,3,1.0,0.0,1.0,1.0,0.58,0.5455,0.6,0.0,4.0,13.0,17.0
2.0,0.0,6,3,2.0,0.0,1.0,1.0,0.6,0.6212,0.56,0.0896,1.0,4.0,5.0
2.0,0.0,6,3,3.0,0.0,1.0,2.0,0.56,0.5303,0.73,0.0896,0.0,4.0,4.0
2.0,0.0,6,3,4.0,0.0,1.0,2.0,0.56,0.5303,0.68,0.1045,0.0,6.0,6.0
2.0,0.0,6,3,5.0,0.0,1.0,1.0,0.6,0.6061,0.64,0.194,7.0,18.0,25.0
2.0,0.0,6,3,6.0,0.0,1.0,3.0,0.58,0.5455,0.73,0.1642,8.0,104.0,112.0
2.0,0.0,6,3,7.0,0.0,1.0,3.0,0.56,0.5303,0.78,0.1642,16.0,172.0,188.0
2.0,0.0,6,3,8.0,0.0,1.0,2.0,0.6,0.5909,0.69,0.1343,24.0,364.0,388.0
2.0,0.0,6,3,9.0,0.0,1.0,2.0,0.62,0.6061,0.65,0.194,29.0,232.0,261.0
2.0,0.0,6,3,10.0,0.0,1.0,2.0,0.66,0.6212,0.61,0.2537,18.0,103.0,121.0
2.0,0.0,6,3,11.0,0.0,1.0,2.0,0.68,0.6364,0.61,0.2985,33.0,117.0,150.0
2.0,0.0,6,3,12.0,0.0,1.0,1.0,0.72,0.6667,0.54,0.3881,41.0,165.0,206.0
2.0,0.0,6,3,13.0,0.0,1.0,2.0,0.72,0.6667,0.54,0.2537,37.0,114.0,151.0
2.0,0.0,6,3,14.0,0.0,1.0,2.0,0.72,0.6667,0.54,0.3284,39.0,114.0,153.0
2.0,0.0,6,3,15.0,0.0,1.0,2.0,0.7,0.6515,0.61,0.2985,32.0,127.0,159.0
2.0,0.0,6,3,16.0,0.0,1.0,3.0,0.66,0.6212,0.69,0.194,36.0,258.0,294.0
2.0,0.0,6,3,17.0,0.0,1.0,2.0,0.64,0.5909,0.78,0.1045,42.0,230.0,272.0
2.0,0.0,6,3,18.0,0.0,1.0,1.0,0.64,0.5758,0.83,0.2239,26.0,299.0,325.0
2.0,0.0,6,3,19.0,0.0,1.0,1.0,0.62,0.5758,0.83,0.2836,58.0,269.0,327.0
2.0,0.0,6,3,20.0,0.0,1.0,1.0,0.62,0.5758,0.83,0.3284,25.0,176.0,201.0
2.0,0.0,6,3,21.0,0.0,1.0,3.0,0.62,0.5758,0.83,0.2537,34.0,154.0,188.0
2.0,0.0,6,3,22.0,0.0,1.0,3.0,0.62,0.5758,0.83,0.2537,24.0,127.0,151.0
2.0,0.0,6,3,23.0,0.0,1.0,3.0,0.6,0.5606,0.83,0.2537,2.0,14.0,16.0
2.0,0.0,6,4,0.0,0.0,1.0,1.0,0.56,0.5303,0.88,0.0896,3.0,21.0,24.0
2.0,0.0,6,4,1.0,0.0,1.0,1.0,0.56,0.5303,0.94,0.1343,4.0,19.0,23.0
2.0,0.0,6,4,2.0,0.0,1.0,1.0,0.56,0.5303,0.94,0.1045,2.0,11.0,13.0
2.0,0.0,6,4,3.0,0.0,1.0,1.0,0.56,0.5303,0.94,0.1045,1.0,5.0,6.0
2.0,0.0,6,4,4.0,0.0,1.0,1.0,0.54,0.5152,0.94,0.1343,1.0,5.0,6.0
2.0,0.0,6,4,5.0,0.0,1.0,1.0,0.54,0.5152,1.0,0.0,1.0,12.0,13.0
2.0,0.0,6,4,6.0,0.0,1.0,1.0,0.56,0.5303,0.94,0.0,8.0,89.0,97.0
2.0,0.0,6,4,7.0,0.0,1.0,1.0,0.6,0.5606,0.83,0.0,25.0,225.0,250.0
2.0,0.0,6,4,8.0,0.0,1.0,2.0,0.6,0.5606,0.83,0.0,28.0,426.0,454.0
2.0,0.0,6,4,9.0,0.0,1.0,1.0,0.7,0.6515,0.58,0.194,28.0,196.0,224.0
2.0,0.0,6,4,10.0,0.0,1.0,1.0,0.7,0.6515,0.58,0.194,44.0,126.0,170.0
2.0,0.0,6,4,11.0,0.0,1.0,1.0,0.68,0.6364,0.69,0.2537,43.0,138.0,181.0
2.0,0.0,6,4,12.0,0.0,1.0,1.0,0.7,0.6515,0.65,0.2537,49.0,194.0,243.0
2.0,0.0,6,4,13.0,0.0,1.0,1.0,0.74,0.6818,0.62,0.2836,48.0,156.0,204.0
2.0,0.0,6,4,14.0,0.0,1.0,1.0,0.76,0.697,0.52,0.194,73.0,142.0,215.0
2.0,0.0,6,4,15.0,0.0,1.0,1.0,0.78,0.697,0.43,0.2239,62.0,181.0,243.0
2.0,0.0,6,4,16.0,0.0,1.0,1.0,0.76,0.6818,0.45,0.1642,69.0,286.0,355.0
2.0,0.0,6,4,17.0,0.0,1.0,3.0,0.76,0.6818,0.4,0.194,85.0,467.0,552.0
2.0,0.0,6,4,18.0,0.0,1.0,3.0,0.76,0.6818,0.4,0.194,62.0,388.0,450.0
2.0,0.0,6,4,19.0,0.0,1.0,3.0,0.64,0.5758,0.83,0.2537,53.0,275.0,328.0
2.0,0.0,6,4,20.0,0.0,1.0,1.0,0.64,0.5909,0.78,0.1045,40.0,192.0,232.0
2.0,0.0,6,4,21.0,0.0,1.0,1.0,0.64,0.5909,0.78,0.0896,49.0,159.0,208.0
2.0,0.0,6,4,22.0,0.0,1.0,1.0,0.62,0.5606,0.88,0.1343,48.0,127.0,175.0
2.0,0.0,6,4,23.0,0.0,1.0,1.0,0.62,0.5758,0.83,0.1343,37.0,141.0,178.0
2.0,0.0,6,5,0.0,0.0,0.0,1.0,0.62,0.5606,0.88,0.1343,21.0,83.0,104.0
2.0,0.0,6,5,1.0,0.0,0.0,1.0,0.62,0.5758,0.83,0.1045,15.0,80.0,95.0
2.0,0.0,6,5,2.0,0.0,0.0,1.0,0.6,0.5455,0.88,0.0,16.0,37.0,53.0
2.0,0.0,6,5,3.0,0.0,0.0,1.0,0.6,0.5455,0.88,0.0896,4.0,16.0,20.0
2.0,0.0,6,5,4.0,0.0,0.0,1.0,0.6,0.5455,0.88,0.0896,1.0,4.0,5.0
2.0,0.0,6,5,5.0,0.0,0.0,1.0,0.62,0.5758,0.83,0.0,1.0,6.0,7.0
2.0,0.0,6,5,6.0,0.0,0.0,1.0,0.62,0.5758,0.83,0.1045,9.0,18.0,27.0
2.0,0.0,6,5,7.0,0.0,0.0,1.0,0.64,0.5909,0.78,0.1343,12.0,45.0,57.0
2.0,0.0,6,5,8.0,0.0,0.0,1.0,0.66,0.6061,0.78,0.0896,28.0,103.0,131.0
2.0,0.0,6,5,9.0,0.0,0.0,1.0,0.7,0.6515,0.61,0.2239,62.0,156.0,218.0
2.0,0.0,6,5,10.0,0.0,0.0,1.0,0.72,0.6818,0.62,0.194,68.0,176.0,244.0
2.0,0.0,6,5,11.0,0.0,0.0,1.0,0.72,0.6818,0.62,0.1343,134.0,270.0,404.0
2.0,0.0,6,5,12.0,0.0,0.0,1.0,0.74,0.697,0.66,0.0896,162.0,258.0,420.0
2.0,0.0,6,5,13.0,0.0,0.0,1.0,0.76,0.697,0.55,0.0,135.0,192.0,327.0
2.0,0.0,6,5,14.0,0.0,0.0,2.0,0.8,0.7273,0.46,0.2836,138.0,196.0,334.0
2.0,0.0,6,5,16.0,0.0,0.0,2.0,0.76,0.697,0.52,0.2239,193.0,275.0,468.0
2.0,0.0,6,5,18.0,0.0,0.0,2.0,0.74,0.6818,0.55,0.194,118.0,263.0,381.0
2.0,0.0,6,5,19.0,0.0,0.0,2.0,0.74,0.6667,0.51,0.1045,99.0,227.0,326.0
2.0,0.0,6,5,20.0,0.0,0.0,2.0,0.72,0.6667,0.58,0.1343,61.0,127.0,188.0
2.0,0.0,6,5,21.0,0.0,0.0,2.0,0.72,0.6818,0.66,0.1045,58.0,125.0,183.0
2.0,0.0,6,5,22.0,0.0,0.0,2.0,0.72,0.6818,0.62,0.1343,56.0,105.0,161.0
2.0,0.0,6,5,23.0,0.0,0.0,2.0,0.72,0.6818,0.62,0.0,53.0,97.0,150.0
2.0,0.0,6,6,0.0,0.0,0.0,1.0,0.7,0.6515,0.65,0.0,18.0,71.0,89.0
2.0,0.0,6,6,1.0,0.0,0.0,2.0,0.7,0.6515,0.65,0.0896,17.0,59.0,76.0
2.0,0.0,6,6,2.0,0.0,0.0,1.0,0.68,0.6364,0.74,0.0896,13.0,59.0,72.0
2.0,0.0,6,6,3.0,0.0,0.0,2.0,0.66,0.6061,0.78,0.1343,14.0,16.0,30.0
2.0,0.0,6,6,4.0,0.0,0.0,2.0,0.66,0.6212,0.74,0.1343,7.0,10.0,17.0
2.0,0.0,6,6,5.0,0.0,0.0,2.0,0.66,0.6061,0.78,0.0,7.0,12.0,19.0
2.0,0.0,6,6,6.0,0.0,0.0,2.0,0.66,0.6061,0.78,0.1642,11.0,22.0,33.0
2.0,0.0,6,6,7.0,0.0,0.0,2.0,0.66,0.6061,0.78,0.1642,35.0,36.0,71.0
2.0,0.0,6,6,8.0,0.0,0.0,3.0,0.68,0.6364,0.74,0.1045,25.0,59.0,84.0
2.0,0.0,6,6,9.0,0.0,0.0,2.0,0.68,0.6364,0.74,0.1045,58.0,111.0,169.0
2.0,0.0,6,6,10.0,0.0,0.0,2.0,0.7,0.6515,0.61,0.1045,86.0,158.0,244.0
2.0,0.0,6,6,11.0,0.0,0.0,2.0,0.72,0.6667,0.58,0.0896,141.0,236.0,377.0
2.0,0.0,6,6,12.0,0.0,0.0,2.0,0.74,0.6818,0.55,0.0896,141.0,255.0,396.0
2.0,0.0,6,6,13.0,0.0,0.0,2.0,0.74,0.6667,0.51,0.0,149.0,214.0,363.0
2.0,0.0,6,6,14.0,0.0,0.0,3.0,0.74,0.6818,0.58,0.1045,124.0,193.0,317.0
2.0,0.0,6,6,15.0,0.0,0.0,2.0,0.74,0.6818,0.55,0.1045,146.0,216.0,362.0
2.0,0.0,6,6,16.0,0.0,0.0,2.0,0.76,0.6818,0.48,0.0,121.0,257.0,378.0
2.0,0.0,6,6,17.0,0.0,0.0,1.0,0.74,0.6667,0.51,0.0,159.0,238.0,397.0
2.0,0.0,6,6,18.0,0.0,0.0,2.0,0.74,0.6818,0.58,0.0896,78.0,218.0,296.0
2.0,0.0,6,6,19.0,0.0,0.0,1.0,0.72,0.6818,0.62,0.1343,94.0,217.0,311.0
2.0,0.0,6,6,20.0,0.0,0.0,1.0,0.7,0.6515,0.7,0.194,86.0,146.0,232.0
2.0,0.0,6,6,21.0,0.0,0.0,1.0,0.68,0.6364,0.79,0.1343,57.0,110.0,167.0
2.0,0.0,6,6,22.0,0.0,0.0,1.0,0.66,0.6061,0.78,0.2239,38.0,114.0,152.0
2.0,0.0,6,6,23.0,0.0,0.0,1.0,0.66,0.6061,0.78,0.194,14.0,78.0,92.0
2.0,0.0,6,0,0.0,0.0,1.0,1.0,0.66,0.6061,0.83,0.1642,7.0,19.0,26.0
2.0,0.0,6,0,1.0,0.0,1.0,1.0,0.64,0.5758,0.89,0.0896,9.0,3.0,12.0
2.0,0.0,6,0,2.0,0.0,1.0,1.0,0.64,0.5758,0.89,0.0896,2.0,0.0,2.0
2.0,0.0,6,0,3.0,0.0,1.0,3.0,0.64,0.5758,0.89,0.0,1.0,0.0,1.0
2.0,0.0,6,0,4.0,0.0,1.0,3.0,0.62,0.5606,0.88,0.1642,1.0,2.0,3.0
2.0,0.0,6,0,5.0,0.0,1.0,3.0,0.62,0.5758,0.83,0.1343,0.0,3.0,3.0
2.0,0.0,6,0,6.0,0.0,1.0,3.0,0.6,0.5758,0.78,0.1343,1.0,25.0,26.0
2.0,0.0,6,0,7.0,0.0,1.0,3.0,0.56,0.5303,0.88,0.194,0.0,46.0,46.0
2.0,0.0,6,0,8.0,0.0,1.0,3.0,0.56,0.5303,0.83,0.194,12.0,209.0,221.0
2.0,0.0,6,0,9.0,0.0,1.0,2.0,0.6,0.5758,0.78,0.2537,19.0,200.0,219.0
2.0,0.0,6,0,10.0,0.0,1.0,2.0,0.6,0.5758,0.78,0.2537,33.0,58.0,91.0
2.0,0.0,6,0,11.0,0.0,1.0,2.0,0.6,0.5758,0.78,0.1045,27.0,67.0,94.0
2.0,0.0,6,0,12.0,0.0,1.0,2.0,0.62,0.6061,0.69,0.1045,33.0,129.0,162.0
2.0,0.0,6,0,13.0,0.0,1.0,1.0,0.64,0.6061,0.65,0.1045,50.0,129.0,179.0
2.0,0.0,6,0,14.0,0.0,1.0,1.0,0.66,0.6212,0.61,0.1045,45.0,130.0,175.0
2.0,0.0,6,0,15.0,0.0,1.0,1.0,0.66,0.6212,0.61,0.1343,66.0,139.0,205.0
2.0,0.0,6,0,16.0,0.0,1.0,1.0,0.7,0.6515,0.58,0.1642,61.0,238.0,299.0
2.0,0.0,6,0,17.0,0.0,1.0,1.0,0.7,0.6515,0.54,0.0,81.0,484.0,565.0
2.0,0.0,6,0,18.0,0.0,1.0,1.0,0.7,0.6515,0.61,0.2537,64.0,474.0,538.0
2.0,0.0,6,0,19.0,0.0,1.0,1.0,0.66,0.6212,0.65,0.2239,62.0,369.0,431.0
2.0,0.0,6,0,20.0,0.0,1.0,1.0,0.66,0.6212,0.69,0.2239,52.0,264.0,316.0
2.0,0.0,6,0,21.0,0.0,1.0,1.0,0.64,0.6061,0.73,0.1642,39.0,167.0,206.0
2.0,0.0,6,0,22.0,0.0,1.0,2.0,0.64,0.6061,0.73,0.2239,24.0,106.0,130.0
2.0,0.0,6,0,23.0,0.0,1.0,1.0,0.62,0.5909,0.78,0.2537,10.0,50.0,60.0
3.0,0.0,6,1,0.0,0.0,1.0,1.0,0.62,0.5909,0.78,0.1642,10.0,23.0,33.0
3.0,0.0,6,1,1.0,0.0,1.0,3.0,0.62,0.5909,0.78,0.1642,2.0,12.0,14.0
3.0,0.0,6,1,2.0,0.0,1.0,3.0,0.62,0.5758,0.83,0.1642,1.0,5.0,6.0
3.0,0.0,6,1,3.0,0.0,1.0,3.0,0.62,0.5758,0.83,0.1642,0.0,2.0,2.0
3.0,0.0,6,1,4.0,0.0,1.0,2.0,0.6,0.5455,0.88,0.1045,2.0,7.0,9.0
3.0,0.0,6,1,5.0,0.0,1.0,2.0,0.6,0.5455,0.88,0.1343,3.0,22.0,25.0
3.0,0.0,6,1,6.0,0.0,1.0,2.0,0.6,0.5455,0.88,0.1343,8.0,107.0,115.0
3.0,0.0,6,1,7.0,0.0,1.0,2.0,0.6,0.5152,0.94,0.0,21.0,288.0,309.0
3.0,0.0,6,1,8.0,0.0,1.0,2.0,0.62,0.5606,0.88,0.1045,33.0,368.0,401.0
3.0,0.0,6,1,9.0,0.0,1.0,2.0,0.62,0.5606,0.88,0.2537,32.0,243.0,275.0
3.0,0.0,6,1,10.0,0.0,1.0,2.0,0.64,0.5758,0.83,0.194,41.0,120.0,161.0
3.0,0.0,6,1,11.0,0.0,1.0,1.0,0.66,0.6061,0.83,0.1642,52.0,119.0,171.0
3.0,0.0,6,1,12.0,0.0,1.0,1.0,0.7,0.6667,0.74,0.1642,40.0,149.0,189.0
3.0,0.0,6,1,13.0,0.0,1.0,1.0,0.74,0.697,0.66,0.1642,49.0,158.0,207.0
3.0,0.0,6,1,14.0,0.0,1.0,1.0,0.76,0.7121,0.62,0.2239,44.0,108.0,152.0
3.0,0.0,6,1,15.0,0.0,1.0,1.0,0.78,0.7424,0.59,0.2537,42.0,128.0,170.0
3.0,0.0,6,1,16.0,0.0,1.0,1.0,0.8,0.7727,0.59,0.2239,62.0,273.0,335.0
3.0,0.0,6,1,17.0,0.0,1.0,1.0,0.78,0.7576,0.66,0.2239,65.0,507.0,572.0
3.0,0.0,6,1,18.0,0.0,1.0,2.0,0.76,0.7273,0.7,0.2537,67.0,469.0,536.0
3.0,0.0,6,1,19.0,0.0,1.0,2.0,0.74,0.7121,0.74,0.2239,67.0,358.0,425.0
3.0,0.0,6,1,20.0,0.0,1.0,3.0,0.74,0.697,0.7,0.2239,72.0,254.0,326.0
3.0,0.0,6,1,21.0,0.0,1.0,1.0,0.72,0.697,0.74,0.194,38.0,191.0,229.0
3.0,0.0,6,1,22.0,0.0,1.0,1.0,0.7,0.6667,0.79,0.1045,12.0,97.0,109.0
3.0,0.0,6,1,23.0,0.0,1.0,1.0,0.7,0.6667,0.74,0.1045,11.0,53.0,64.0
3.0,0.0,6,2,0.0,0.0,1.0,1.0,0.66,0.6061,0.78,0.194,15.0,18.0,33.0
3.0,0.0,6,2,1.0,0.0,1.0,1.0,0.66,0.6061,0.78,0.1343,2.0,19.0,21.0
